,_id,textDisplay,Overview sentiment,Features,,เพิ่มใน Lexicon
285,64b6c01aa4428eeea7531734,มันแก้เรื่องแคปหน้าจอแล้ว dynamic island เข้าไปในรูปในคลิป หรือยังครับ ,neu,จอ:neu,,
286,64b6c01aa4428eeea7531746,รู้สึกว่าแบตมันลดไวกว่าเดิม ของผมความจุแบตยัง100%นะ,neg,แบต:pos,,
287,64b6c01aa4428eeea753175c,ต่างแค่กล้องที่มีกันสั่นเข้ามาและสัญญาเสถียรกว่า ,pos,กล้อง:pos,,
288,64b6c01aa4428eeea753175c,โดยรวมแล้วชอบกล้อง13 pmมากกว่า รุ้สึก 14มืดๆตุ่นๆ ถ่ายกลางคืนยิ่งแล้วใหญ่อันนี้ความรู้สึกส่วนตัวน่ะ และi13 เล่นrov เฟรมเรทไม่ตกเลย ,pos,กล้อง:pos,,
289,64b6c01aa4428eeea75317a0,แต่จอใหญ่เกิ้นนนนนนน ปวดนิ้วมากเห้อออออ ,neg,จอ:neg,,
290,64b6c01aa4428eeea75317ae,สิ่งเดียวที่ทำให้ผมชอบมากที่สุดคือกล้อง และรุ่นที่ผมว้าวที่สุดคือ13 pro max คือที่สุดที่ผมรู้สึก เชี่ยยยย โคตรเจ๋งเลยวะ ,pos,กล้อง:pos,,
291,64b6c01aa4428eeea753184d,ละก็ขอเรื่องจอเขียว/ม่วงด้วยครับ กราบละครับบบบบ,neu,จอ:neu,,
292,64b6c01aa4428eeea753185c,ตอนใช้ 13pm หยิบกล้องขึ้นมาถ่ายเซลฟี่บ่อยมาก ,pos,กล้อง:pos,,
293,64b6c01aa4428eeea753189f,ผมเล่น Rov เยอะมาก ปรับ 120 fps ,neu,จอ:neu,,
294,64b6c01aa4428eeea75318c8,IOS.16 เรียกได้ว่ามหากาพย์จอบัค😂 (สายเกมกดจังหวะจะรู้ดี) ไถๆอยู่ไปๆมาๆเด้งออกแอปบ้างหล่ะ อยู่ๆก็แคปจอบ้างหล่ะ(อันนี้อาจจะไปหาตั้งค่าเพื่อปิดได้)แต่คุณพรี่เปิดให้เองหลังอัปเดตอะสิประเด็นน😅,neg,จอ:neg,,
295,64b6c01aa4428eeea75318d0,แถมบัคกระจายยย 60Hzไม่ควรได้แล้ว ,neg,จอ:neg,,
296,64b6c01aa4428eeea75319a7,แบตน้อยไม่กลัว พกพาวเวอร์แบงค์😀,neu,แบต:neu,,
297,64b6c01aa4428eeea75319b5,อยากดู Content ที่ถ่ายออก 60FPH หรือ 120FPH ครับ,neu,,,
298,64b6c01aa4428eeea7531642,อยู่ดีๆก็ฟลิบกล้องให้เราเลย ,neg,กล้อง:neg,,
299,64b6c01aa4428eeea7531642,ยิ่งเราต้องใช้ถ่ายงานวิดิโอบ่อยด้วย ,neu,กล้อง:neu,,
300,64b6c01aa4428eeea7531695,ตอนนี้เบต้าแบตเหลือ ,neu,แบต:neu,,
301,64b6c01aa4428eeea75316d4,สุขภาพแบตระยำที่สุดในทำเนียบเลย,neg,แบต:neg,,
302,64b6c01aa4428eeea75316f9,เห็นด้วยเรื่องกล้องมากๆครับ ตอน 13 pro สกินโทนผมชอบมากกว่าจริงๆ,pos,กล้อง:pos,,
303,64b6c01aa4428eeea7531720,ซื้ออวดนะครับ ใช่แต่กล้อง ig นะ ผมว่า 40000 ,neu,กล้อง:neu,,
304,64b6c01aa4428eeea7531784,13pm.  ถ่ายกลางคืน   ยังกะกลางวัน ,neu,กล้อง:neu,,
305,64b6c01aa4428eeea753178a,ใช้งานจอเล็ก เมื่อไร จะมา ,neu,,,
306,64b6c01aa4428eeea753182e,เปิด120เฟรมเรทเล่นลื่นๆเพราะมันรันมากกว่า60fpsอยู่แล้ว,pos,จอ:pos,,
307,64b6c01aa4428eeea7531838,กล้องไม่สวยเลยถ่ายบ้านเรายังไงก็ไม่สวย5555 ROV แค่ 60fps ก็ยับนะร้อนไม่ได้เลย 55555555 แบตไม่ต้องพูด ,neg,"กล้อง:neg,จอ:neg,แบต:neg",,
308,64b6c01aa4428eeea7531846,Rov 120fpsเฟรมตกผมเลยปรับกลางเล่นตลอดเลยครับไม่ปรับสูงเลย ,neu,จอ:neu,,
309,64b6c01aa4428eeea75318b8,แต่เรือธงรุ่นอื่นราคานี้ fps ,neu,จอ:neu,,
310,64b6c01aa4428eeea75319d7,แต่เรื่องแบตนี้ไม่ไหวจริงๆเลยยังตัดสินในใช้ 13pro ต่อไป ,neg,แบต:neg,,
311,64b6c01aa4428eeea75319d7,ถ้าอนาคตมันทำแบตให้แบตเท่า 13pro เมื่อไหร่ ผมจะซื้อแบบไม่คิดเลยครับ555,neu,แบต:neu,,
312,64b6c01aa4428eeea753162a,เจอบัคยููทูบจอดำเหมือนกัน😂 แต่โดยรวมถือว่ายังสเถียรอยู่,neg,จอ:neg,,
313,64b6c01aa4428eeea7531aa0,ทำกล้อง แค่นั้นหรือ มันจะคุ้มไปได้ไง ,neu,กล้อง:neu,,
314,64b6c01aa4428eeea7531aa0,ไปซื้อกล้องดีกว่า   มันไม่คุ้มสามหมื่น น่า ใช้เป็น เลขา ส่วนตัว สิ ใช้เป็น บริหารเงิน  ,neg,,,
315,64b6c01aa4428eeea75316a0,ส่วนรูปที่ถ่ายยิ่งสวย ,pos,กล้อง:pos,,
316,64b6c01aa4428eeea75316a0,รสนิยมโฟกัสของคนเราไม่เหมือนกัน ถ่ายออกมาคือรู้เลยว่าใช้ไอโฟน ,neu,กล้อง:neu,,
317,64b6c01aa4428eeea75316a0,อีกเหตุผลหลักที่ตัดสินใจซื้อเพราะแหล่งข่าว หรือตามอ๊อฟฟิศที่ทำคอนเทนต์ส่วนใหญ่เขาใช้ไอโฟนถ่ายวิดีแทนกล้องตัวใหญ่ ,pos,,,
318,64b6c01aa4428eeea75316a0,เวลาคนจะถ่ายรูปถ่ายวิดีโอจริงๆ ,neu,กล้อง:neu,,
319,64b6c01aa4428eeea75316a0,คนส่วนใหญ่แทบไม่ได้ซูมอะไรเลย -แบตหมดไว เครื่องร้อน ทำใจ ,neg,แบต:neg,,
320,64b6c01aa4428eeea75316c7,แบตไหลจัด,neg,แบต:neg,,
321,64b6c01aa4428eeea753170e,นี่ซื้อมาใช้ยังถึงครึ่งปีสุขภาพแบตเหลือ98%นี่ว่าถนอมมากแล้วนะ🥹,neg,แบต:neg,,
322,64b6c01aa4428eeea7531722,ตอนนี้ใช้ไอโฟน 13 ดู youtube แล้วจอดำบ่อยมาก😒,neg,จอ:neg,,
323,64b6c01aa4428eeea75317b0,ดูหนัง แบตเยอะ ,neu,แบต:neu,,
324,64b6c01aa4428eeea75317b0,หน้าจอใหญ่ ,neu,จอ:neu,,
325,64b6c01aa4428eeea75317c5,เกนชิน เล่นเเอนดรอยต่อจอยไม่ได้ครับ   ให้เล่นเกม hack and slash บนหน้าจอทัชนี้ ,neu,,,
326,64b6c01aa4428eeea75317ef,รู้สึกว่าdinamic is land เกะกะ มาก   แต่ก็ซื้อน้องมาแล้ว ถ่ายวีดีโอ กล้อง สวยอยู่ ,pos,กล้อง:pos,,
327,64b6c01aa4428eeea7531809,แถมsteveก็ทำไว้ดีอีกมันยิ่งทำให้แบรนด์เนี่ยมันขายง่าย แต่ถ้าเทียบนะเรื่องกล้องแพ้ราคาใกล้กัน ,neu,กล้อง:neu,,
328,64b6c01aa4428eeea7531906,ยกตัวอย่างอย่างเทคโนโลยีการชาร์จและแบตเตอร์รี่เลยครับ ,neu,แบต:neu,,
329,64b6c01aa4428eeea7531915,แล้วผลเป็นไง มือถือแบรนด์จีนที่ใส่มาไม่กั๊กนี่แหละ เข้าร้านซ่อมมือถือ ประจำ พวกที่โดนด่าว่ากั๊ก มีแต่สภาพแบตเสื่อม กับโดนรถเหยียบมาหนัก ๆ ของแบรนด์จีนนี่ ภายนอกเครื่องดูสภาพอย่างดี แต่บอร์ดข้างใน ,neu,,,
330,64b6c01aa4428eeea75319dd,5G + แบตเตอรี่น้อง 2018 มิลลิแอมป์ = ตุย 🤣,neg,แบต:neg,,
331,64b6c01aa4428eeea7531a2a,ออกมาสำหรับคนที่ชอบจอเล็ก ,neu,จอ:neu,,
332,64b6c01aa4428eeea7531605,ข้อดีชาตไวข้อเสียเเบตหมดไวไลชอบค้างไม่สามารถโหลดแบรเนอได้,neg,แบต:neg,,
333,64b6c01aa4428eeea7531631,กล้องหน้าาาาานน่ะะะะะ! คิดถึง Xr🥹🥲,neu,กล้อง:neu,,
334,64b6c01aa4428eeea7531636,รีวิวเวอร์จังจงใจทำให้ไอโฟนเสียหายมากผมเล่น rov 14promax เฟรมเรทอยู่ที่120fpsดอปมาแค่1-2อีกอย่างกล้องสวยกว่าssเยอะ,pos,กล้อง:pos,,
335,64b6c01aa4428eeea7531651,เอาตรงๆนะ อยากได้เพราะกล้องแค่นั้นจบ ,pos,กล้อง:pos,,
336,64b6c01aa4428eeea7531651,ถ้าแอนดรอยทำกล้องชัดเหมือนไอโฟน ,neu,กล้อง:neu,,
337,64b6c01aa4428eeea7531652,ละก็ขอเรื่องจอเขียว/ม่วงด้วยครับ กราบละครับบบบบ,neg,จอ:neg,,
338,64b6c01aa4428eeea753175d,กล้องแกงขี้เหล็ก 🤣🤣เอาตามฟีลส่วนตัวเลย 12 + 14 = 13,neu,กล้อง:neu,,
339,64b6c01aa4428eeea753179a,13 pro max fpsก็ตกมากเหมือนกัน ,neg,จอ:neg,,
340,64b6c01aa4428eeea753179b,ถ้าไม่ได้เป็นคนถ่ายคอนเทนท์นี่น่าจะพอนะ ผมมีไอแพด 128 ใช้ยังไงก็ไม่หมดเหลือ 50 ชิวๆไม่รู้จะลงอะไรแล้วเกมก็ลงเยอะ แต่อย่างอื่นที่ด่ามาก็สมควรครับ55555 แต่ก็ยังแอบชอบกล้องมันนะเพราะชอบแต่งรูป,pos,กล้อง:pos,,
341,64b6c01aa4428eeea75317e1,ผมเจอบัคเวลาปัด control center ค้างไว้แล้วกดดับจอ (เปิด AOD ไว้) control center ค้างบนหน้าจอตอนดับไม่กี่วิ ถึงจะหาย ,neu,จอ:neu,,
342,64b6c01aa4428eeea7531822,ยิ่งพอเครื่องร้อนมากขึ้นค้างแบบเห็นได้ชัดไม่ใช่แค่แป้นพิมพ์ค้าง จอค้างไปเลย ,neg,จอ:neg,,
343,64b6c01aa4428eeea7531831,"Redmagic 8 Pro , Rog phone 7 ครับ ดูรีวิวต่างชาติมาละตบgenshinยับๆปรับสุด60fpsนิ่งๆขนาดอัดหน้าจอนะ",neu,จอ:neu,,
344,64b6c01aa4428eeea753183c,รีเฟรชหน้าจอสูงๆว่ากินไฟเยอะไหม ,neu,,,
345,64b6c01aa4428eeea75318be,เสริมให้ครับ ถ้ากดอัดหน้าจอ ,neu,,,
346,64b6c01aa4428eeea75318be,มันถึงจะปลดล็อค 120hz ,neu,จอ:neu,,
347,64b6c01aa4428eeea75318be,บอก120hz ซะดิบดี ,neg,จอ:neg,,
348,64b6c01aa4428eeea75318be,จริงๆ แค่ 80hz ,neu,จอ:neu,,
349,64b6c01aa4428eeea75318cb,ชอบตรง  แบตเตอรี่ ครับ❤❤❤❤❤,pos,แบต:pos,,
350,64b6c01aa4428eeea7531931,ใช่ครับมันไม่มีปัญหา​แต่ความนิ่งของfps ,neu,จอ:neu,,
351,64b6c01aa4428eeea7531931,จะไม่นิ่งเท่ากับ13 pm ถึงจะแรงแค่ไหนถ้าfps ,neu,จอ:neu,,
352,64b6c01aa4428eeea753194a,จอสีคมชัดมากครับ ,pos,จอ:pos,,
353,64b6c01aa4428eeea753161e,ผมใช้Xrตอนนี้รู้สึกประทับใจมากขนาดคุณภาพแบตเหลือ74 ยังเล่นได้เป็นวันถึงเวลาเครื่องร้อนก็ไม่มีปัญหาอะไรมีแค่กระตุกเล็กน้อยตอนเล่นเกมหนักๆแต่ก็ไม่ได้มีปัญหาอะไรแต่โดยรวมชอบมากจากใจคนใช้Xr❤,pos,แบต:pos,,
354,64b6c01aa4428eeea75316ae,สุขภาพแบตเตอรี่เหลืออยู่ 92% ปาดน้ำตาาา ,neg,แบต:neg,,
355,64b6c01aa4428eeea753172a,แล้วก็เรื่องกล้อง คิดเหมือนกันเลย ,neu,กล้อง:neu,,
356,64b6c01aa4428eeea753172a,นี่ย้ายจาก se มารู้สึกว่าถ่ายเซลฟี่แล้วไม่สวยเหมือนเมื่อก่อน ,neg,กล้อง:neg,,
357,64b6c01aa4428eeea753172a,ต้องถ่ายแล้วใช้ฟิลเตอร์ไม่ก็เอามาดึงสีต่ออีก ,neu,กล้อง:neu,,
358,64b6c01aa4428eeea7531739,เพราะใช้ iphone 13 pro ที่โคตรจะนิ่ง ก็สัมผัสได้ว่ามันเล่นได้แย่ลงปรับสุดแล้วเฟรมเรทดรอปทั้งๆ ที่ก่อนหน้าไม่เป็นแบตหมดไวขึ้น ,neg,"จอ:neg,แบต:neg",,
359,64b6c01aa4428eeea75317fc,เวลาเค้าถ่ายก็แอบตกใจนะ ,neu,กล้อง:neu,,
360,64b6c01aa4428eeea7531825,ตอนแรกผมก็ลังเล14p กะs23uครับ ไปๆมาๆ มาจบที่s23u เพราะกล้องภาพนิ้งกับปกาที่ไเใช้แน่นอน,pos,กล้อง:pos,,
361,64b6c01aa4428eeea7531832,เป็น iphone แต่เล่น genshin กระตุก เสียชาติเกิดเป็นiphoneจริงจริงว่าแต่ในโลกนี้มีมือถืออะไรบ้างครับที่เล่นเกมนี้ลื่น60fpsตลอด ,neu,,,
362,64b6c01aa4428eeea7531840,ผมใช่iPhone 13 นะ ดูยูปทูปแล้วจอดำผมเจอเหมือนกัน ,neg,จอ:neg,,
363,64b6c01aa4428eeea75319af,ต้องใช้จอ 6.5 นิ้วถึงจะสบายตา ,pos,จอ:pos,,
364,64b6c01aa4428eeea75319af,เปลี่ยนมาใช้จอใหญ่แล้วชีวิตดีขึ้นเยอะ,pos,จอ:pos,,
365,64b6c01aa4428eeea75319c9,ราคาไม่แพงมาก-จอเล็กเวลาพิม ,pos,จอ:neu,,
366,64b6c01aa4428eeea75319c9,ยากหน่อยเพราะคีบอดเล้ก แบตหมดเร็ว ,neg,แบต:neg,,
367,64b6c01aa4428eeea75319f2,ใช่ครับ รับได้หมดทุกอย่างนะ ยกเว้นแบต ที่มันไม่เพียงพอแล้วสำหรับการใช้งานระบบต่างๆในยุคนี้,neu,แบต:neu,,
368,64b6c01aa4428eeea75319f3,เรื่องแบตที่เหลือดีสุดๆ55,pos,แบต:pos,,
369,64b6c01aa4428eeea7531a12,ขาดกล้องWide กับ ความจุแบต ,neu,"กล้อง:neu,แบต:neu",,
370,64b6c01aa4428eeea7531a18,หน้าจอ 5.5 นิ้วกำลังดี นี้ใช้ iPhone 8+ SSM525G iPhone 13promax แต่กลับชอบ ทรง iPhone8+ มากกว่า ..,pos,,,
371,64b6c01aa4428eeea7531aac,พี่ตั้มครับผมสงสัยว่าถ้าเอามาถ่ายวิดีโอ vrog ทั่วๆไปถ่ายรูปทั่วๆไป 13 ธรรมดาจะคุ้มค่ากว่าหรือเปล่าครับไม่มีเงินไป 13 โปร 555,neu,,,
372,64b6c01aa4428eeea7531ace,ตัดสินใจสั่งซื้อไอ13มา สนใจแค่กล้องดีขึ้น ,pos,กล้อง:pos,,
373,64b6c01aa4428eeea7531ace,จอใหญ่ขึ้น เล่นเกมลื่นขึ้น ,pos,,,
374,64b6c01aa4428eeea7531607,บัคดูyoutube จอดำแก้ได้ยังครับเพราะเครื่องแฟนยังเป็นอยู่,neu,,,
375,64b6c01aa4428eeea753169c,แบตหมดไวมากครับ ,neg,แบต:neg,,
376,64b6c01aa4428eeea753169c,กล้องถ่ายไม่ชัดด้วย ,neg,กล้อง:neg,,
377,64b6c01aa4428eeea753169c,พอซูมดูกล้องไอโฟน 7 ถ่ายชัดกว่า ตัวหนังสือชัดกว่า เหมือนไอโฟนตัว 14 promax ,neu,,,
378,64b6c01aa4428eeea753169f,Always on display  ที่คุณสามารถเปิดได้แต่จอคุณจะเบรินส์หรือเปล่าทางเราก็ไม่ขอรับเคลมน่ะจ่ะ,neu,,,
379,64b6c01aa4428eeea75316fe,รอจนกว่าไอโฟนจะมีกล้องใต้จอค่อยซื้อ,neu,,,
380,64b6c01aa4428eeea753171f,ปรับ60fps เฟรมเรทไม่ตกเลย ,pos,จอ:pos,,
381,64b6c01aa4428eeea7531744,หน้าจอดำเกือบจะทุกครั้งที่เปิดยูทูป  เปิดวีดีโอ  ,neg,จอ:neg,,
382,64b6c01aa4428eeea7531744,เสียงวีดีโออีกคลิป ,neu,,,
383,64b6c01aa4428eeea75317a7,กล้องชัดเกินไปจนเห็นหลุมสิว556,neu,กล้อง:pos,,
384,64b6c01aa4428eeea75317e2,เวลาใช้ 14pm ถ่ายมาเป็น Raw แล้วเอาไปแต่งครับ ,neu,กล้อง:neu,,
385,64b6c01aa4428eeea75317e2,เรื่องไฟล์ Raw ค่อนข้างเก่งเลย แต่ถ่ายปกติซอฟแวร์ชอบปรับให้ภาพคมจนผิดปกติ ,pos,กล้อง:pos,,
386,64b6c01aa4428eeea75317e2,ยิ่งอัป ios ใหม่ๆกล้องยิ่งปรับแต่งภาพเหมือนแอนดอรย์ โดยเฉพาะโหมดกลางคืนพยายามดึงรายละเอียดจนภาพแข็งมาก ,neg,กล้อง:neg,,
387,64b6c01aa4428eeea75317e2,ถ้าไม่ถ่าย Raw ต้องถ่ายแบบหลายๆภาพทีเดียวครับ (ดึงชัตเตอร์ค้างด้านซ้าย) ,neu,กล้อง:neu,,
388,64b6c01aa4428eeea75317e2,ภาพที่ได้จะไม่โดนปรับแต่ง ได้ภาพจากตอนพรีวิวตอนถ่ายเลย ,neu,กล้อง:neu,,
389,64b6c01aa4428eeea7531807,ช้า จอลดแสงลง ,neg,จอ:neu,,
390,64b6c01aa4428eeea7531807,แบตไหล ,neg,แบต:neg,,
391,64b6c01aa4428eeea7531874,เรื่องแบตอ่ะ พี่ตั้มพูดถูกนะคะ ไอโฟน ยิ่งร้อนยิ่งแบตไปเร็วมาก ,neg,แบต:neg,,
392,64b6c01aa4428eeea7531874,หนูใช่โทรศัพท์ร้อนจี๋เลยตอนนั้น แบตบวม555 เลยไท่กล้าเล่นเยอะเลยย,neg,แบต:neg,,
393,64b6c01aa4428eeea75318ad,ต้องรออีกกี่ปีถึงจะเร็วได้เท่านี้?- จอโคตรสวย ,pos,จอ:pos,,
394,64b6c01aa4428eeea75318ad,สวยแบบยอมเลย 3k + 120hz ในปีนั้นคือสุดจริง - snapdragon 865 ก็แรงเหลือๆ ทุกวันนี้ก็ยังแรงอยู่ ,pos,,,
395,64b6c01aa4428eeea75318c2,จอไม่เส้นไม่อมเขียวถือว่าผ่านแล้วครับ ,pos,จอ:pos,,
396,64b6c01aa4428eeea7531938,ทั้งที่ชาวบ้านเขาจ่ายเป็นร้อยวัตยังไม่ร้อนเท่าเลยครับ แล้วแบตก็เสื่อมน้อยกว่าด้วย ,neg,แบต:neu,,
397,64b6c01aa4428eeea7531938,เปิดหน้าจอตลอด ,neu,จอ:neu,,
398,64b6c01aa4428eeea753194e,จอเล็กแพงก้จริง แต่งานวิดีโอนิ่งเสถียนกันสั่นดีมาก  ,pos,กล้อง:pos,,
399,64b6c01aa4428eeea753194e,ไปเที่ยวถ่ายวิดีโอ ไอโฟนตอบโจทย์,pos,,,
400,64b6c01aa4428eeea7531971,ถึงจอเล็กแต่ชิปมันดีเน้อ,pos,,,
401,64b6c01aa4428eeea7531978,ตอนถ่ายวีดีโอ 4k ภาพและเสียงขัดเเจ๋วมากเลยครับ,pos,กล้อง:pos,,
402,64b6c01aa4428eeea753199e,ชอบครับ ใช้เพราะจอเล็ก กับ เป็นios ,pos,,,
403,64b6c01aa4428eeea753199e,กล้องสวย ,pos,กล้อง:pos,,
404,64b6c01aa4428eeea753199e,แบตก็ไม่แน่นะครับ ,neu,แบต:neu,,
405,64b6c01aa4428eeea75319d2,@MR. Jeeyoung ผมว่าเค้าทำให้ความจุแบตเยอะขึ้นได้แค่เค้าไม่ทำ มือถือ Android ที่ขนาดเท่ากันความจุแบตยังมากกว่าเลย ,neg,แบต:neg,,
406,64b6c01aa4428eeea75319d2,"หรือตามในคลิปอะครับ iPhone12,13 mini ขนาดเครื่องเล็กกว่าแต่ความจุแบตยังมากกว่าได้เลย ",neu,,,
407,64b6c01aa4428eeea75319c0,ทำถ่ายตัดต่อยูทูป ได้อยุ่เลยน้อนๆ,pos,กล้อง:pos,,
408,64b6c01aa4428eeea7531ad0,กล้องสวยครับ ,pos,กล้อง:pos,,
409,64b6c01aa4428eeea7531ad0,แต่ถ่ายคนยังสู้ยี่ห้ออื่นไม่ได้ครับ ,neg,กล้อง:neg,,
410,64b6c01aa4428eeea7531af6,มีปัญหาเรื่องเลนส์มาโคร ถ่ายใกล้ๆไม่โฟกัสค่ะ,neg,กล้อง:neg,,
411,64b6c01aa4428eeea7531b1c,ถ้าไม่เน้นจอใหญ่ ,neu,จอ:neu,,
412,64b6c01aa4428eeea7531b1c,ไม่เน้นกล้อง Tele Lidar  13 ดีกว่าครับ  ,pos,,,
413,64b6c01aa4428eeea7531b48,เน้นกล้องชัด แบตอึด,neu,,*,
414,64b6c01aa4428eeea7531ba0,เครื่องผมปิดเครื่องแล้วแบตลดอะครับซื้อมายังไม่ถึงเดือน,neu,,*,
415,64b6c01aa4428eeea7531c00,ตัดเรื่องกล้องก็ 12 pro max สิครับ,neu,กล้อง:neu,,
416,64b6c01aa4428eeea7531c01,13 vs 12 pro maxตัดเรื่องกล้องไป ,neu,,,
417,64b6c01aa4428eeea7531c01,เน้นใช้ เล่นเกมกับแบต ไปตัวไหนดีครับ,neu,,,
418,64b6c01aa4428eeea7531c15,ชิพโมเด็ม5Gไม่กินเเบต ,neu,,,
419,64b6c01aa4428eeea7531c37,เรื่อง 60 เฟรมเข้าใจพี่ตั้มเลยครับผมเคยเทียบระหว่างเสี่ยวมี่120Hzกับโซนี่60ดันรู้สึกว่าโซนี่เร็วกว่าสุดท้ายก็อยู่ที่ซอฟแวร์,neu,,,
420,64b6c01aa4428eeea7531abc,เขาว่ามันดีถึงขนาดถ่ายวีดีโอถ่ายหนังได้,pos,กล้อง:pos,,
421,64b6c01aa4428eeea7531b5d,แบตแดงมาก ,neg,แบต:neg,,
422,64b6c01aa4428eeea7531bbe,เราไม่ชอบหน้าจอค่ะ ,neg,จอ:neg,,
423,64b6c01aa4428eeea7531e4d,พอใจกับกล้องและแบตมากเลยครับ ,pos,"กล้อง:pos,แบต:pos",,
424,64b6c01aa4428eeea75319c5,ขอ SE MAX จอใหญ่ขึ้นกว่านี่หน่อยเถอะ,neu,จอ:neu,,
425,64b6c01aa4428eeea75319f1,SE3 ถ้าใส่กล้อง13 หรือ12  รุ่นล่างของ13  ,neu,กล้อง:neu,,
426,64b6c01aa4428eeea75319f4,ชอบทุกอย่างยกเว้นเรื่องแบตครับ ,pos,แบต:neg,,
427,64b6c01aa4428eeea75319f4,โดยเฉพาะเวลาวีดีโอคอล ลดฮวบๆ,neg,แบต:neg,,
428,64b6c01aa4428eeea7531a03,นี่สิถึงจะเรียกหน้าจอเล็ก พิมพ์ไทยผิดบ่อยมากๆ ,neu,จอ:neu,,
429,64b6c01aa4428eeea7531b8d,ดีหมด ยกเว้น3เรื่อง1.ปลดล็อคจอ ,pos,,,
430,64b6c01aa4428eeea7531b8d,ควรพัฒนาขึ้นสักนิด3.การนำทาง (ดีขึ้นแต่ยังไม่พอ)ถ้าจะให้ติอีกเรื่องคือ จอ 60Hz 3หมื่น ,neg,จอ:neg,,
431,64b6c01aa4428eeea7531aad,ถ้าล็อคจออยู่มันจะขึ้นรูปไมโครโฟน แก้ยังไงคะ,neu,,,
432,64b6c01aa4428eeea7531bbf,งานวีดีโอ ห่วยแตกครับ ,neg,กล้อง:neg,,
433,64b6c01aa4428eeea7531af2,แนนะนำ 13 จ้า รุ่มใหม่กว่า และกล้องสวย ,pos,กล้อง:pos,,
434,64b6c01aa4428eeea7531bcc,ถ้ากลถ่ายวิดีโอเยอะๆเล่นเกมเยอะๆ ,neu,กล้อง:neu,,
435,64b6c01aa4428eeea7531cd3,แล้วขยับมาใช้IPhone 13 ส่วนตัวยังไม่ชินในหลายๆจุด แต่กล้องคือปังมาก ,pos,กล้อง:pos,,
436,64b6c01aa4428eeea7531cd3,จอคืองานดี แต่ตัองศึกษาฟังก์ชันอีกเยอะ😂,pos,จอ:pos,,
437,64b6c01aa4428eeea7531d1f,ios 15.0.1-2 หลายแอพวีดีโอยังไม่เสถียรอะ ,neg,,,
438,64b6c01aa4428eeea7531d63,แบตอึดยั้งเหี้ย จอเจอ กล้องเกลิ้ง ,neg,,*,
439,64b6c01aa4428eeea7531c4b,แบตชาร์จเร็วมากค่ะ ,pos,แบต:pos,,
440,64b6c01aa4428eeea7531c62,i12 เป็น i13 มั้ยเนี่ย เราขัดใจเรื่องกล้อง i12 ที่ติดเหลืองแต่ใช้ๆไปก่อน ,neg,กล้อง:neg,,
441,64b6c01aa4428eeea7531c63,กล้องหน้าดีจริงคะ ,pos,กล้อง:pos,,
442,64b6c01aa4428eeea7531d8b,ถ้าไอโฟน14รุ่นเล็กจอ120hzจะเป็นยังไงนะแล้วก็เปลี่ยนไทc,neu,,,
443,64b6c01aa4428eeea7531da1,@Snooker Marina เทิน13proไปเลยครับ ได้ชิบ15ด้วยเเบตทนมาก5Gใช้ได้จริงกล้องสวยชัดมากตอนกลางคืน ,pos,"แบต:pos,กล้อง:pos",,
444,64b6c01aa4428eeea7531dab,@Prueg Srithiphan ใช้จอเดียวกัน แต่สี12 เหลืองครับ,neu,จอ:neu,,
445,64b6c01aa4428eeea7531d1b,ถ้าไม่ได้ใช้กล้องเทเล+ไม่ได้อยากใช้จอใหญ่เท่าpm ,neu,,,
446,64b6c01aa4428eeea7531d1b,แนะนำ13ค่ะ เราเอากล้องเทียบกับเพื่อนที่ใช้12pm ,pos,กล้อง:pos,,
447,64b6c01aa4428eeea7531d1b,หน้าจอก็60Hzเหมือนกัน ,neu,จอ:neu,,
448,64b6c01aa4428eeea7531d7e,ได้เครื่องมาวันที่ 8 เจอปัญหาแรกเลยค้างตอนเปิดรูปแบบเต็มจอในเฟส ,neg,,,
449,64b6c01aa4428eeea7531eec,120hz ,neu,จอ:neu,,
450,64b6c01aa4428eeea7531eec,มันฟินมากนะครับ ผมมาจาก11pm มาเพื่อ120hzโดยเฉพาะ,pos,จอ:pos,,
451,64b6c01aa4428eeea7531dc0,เป็นผมซื้อ13มินิครับ 12แบตมันเสื่อมเร็วมาก,neg,จอ:neg,,
452,64b6c01aa4428eeea7531eee,เลือก13pro max มือ2คับถูกกว่าดีกว่าจอใหญุ่กว่า,pos,จอ:pos,,
453,64b6c01aa4428eeea7531f0e,13 pro คุ้มกว่านะผมว่า ได้กล้องเพิ่มมา 120Hz,pos,,*,
454,64b6c01aa4428eeea7531be6,คืออยากจะรอดูไอ14มากกว่า เพราะเรื่องแสกนหน้ากับหน้าจอเราอยากลองดูมากกว่าว่า14จะหน้าจอ120 hzไหม ,neu,,,
455,64b6c01aa4428eeea7531c16,เพราะไม่ชอบตำแหน่งกล้อง 13 นี่แหละแต่ราคามันพอกันเลยต่างกันไม่มากㅠㅠ,neg,กล้อง:neg,,
456,64b6c01aa4428eeea7531cb4,ยอมเรื่องแบตเลยค่ะอึดขึ้นจริงถ้าเปิดใช้ 5g แบตไม่ไหลง่ายเลย ,pos,แบต:pos,,
457,64b6c01aa4428eeea7531cb4,กล้องต้องยอมสวยจริง สว่างขึ้น ,pos,กล้อง:pos,,
458,64b6c01aa4428eeea7531cd2,จอดี แต่เทียบแอนดรอยแล้วยังสู้ไม่ได้ ,neg,จอ:pos,,
