,_id,textDisplay,likeCount,keyword_search,Brand,Overview sentiment,Features,is_sentiment_comment
317,64b6c01aa4428eeea7531436,ผมว่าชิพเก่ายังพอไหวครับ ,5,iPhone 14 Plus,Apple,neu,,TRUE
318,64b6c01aa4428eeea7531437,พลาดที่ให้ชิพเก่า และ จอไม่ใช่ 120 hz,6,iPhone 14 Plus,Apple,neu,,TRUE
320,64b6c01aa4428eeea753143c,กล้องหน้า Auto focusมันน่างง กล้อง ชิฟ ,0,iPhone 14 Plus,Apple,neg,กล้อง:neg,TRUE
321,64b6c01aa4428eeea7531440,เพิ่งซื้อ 14 มาได้สัปดาห์นึงแล้วค่ะโดยรวมๆพอใจนะคะ ,3,iPhone 14 Plus,Apple,pos,,TRUE
322,64b6c01aa4428eeea7531440,แค่ยังไม่ชินจอเล็กลง 😅😅 (เดิมใช้แอรดรอย ,3,iPhone 14 Plus,Apple,neu,,TRUE
323,64b6c01aa4428eeea7531440,ราคาไม่แพง ,3,iPhone 14 Plus,Apple,pos,,TRUE
324,64b6c01aa4428eeea753145b,ฟีฟายยิ่งหนักเลยครับ😂กดโดนกล้องตลอดเลยยังม่ชิน,0,iPhone 14 Pro,Apple,neg,,TRUE
325,64b6c01aa4428eeea7531461,เลนส์กล้องหนาเตอะ ปูดน่าเกลียด ,0,iPhone 14 Pro,Apple,neg,กล้อง:neg,TRUE
326,64b6c01aa4428eeea7531461,หนักแถมเหลี่ยมด้วย ,0,iPhone 14 Pro,Apple,neg,,TRUE
327,64b6c01aa4428eeea7531475,ความรุ้สึกแรกเลยคือแบตหมดไว,0,iPhone 14 Pro,Apple,neg,กล้อง:neg,TRUE
329,64b6c01aa4428eeea753147d,ถือหรือใส่กระเป๋ากางเกงสะดวกกว่ามากๆ,2,iPhone 14 Pro,Apple,pos,,TRUE
330,64b6c01aa4428eeea7531485,ตอนแรกชอบมากครับ กระทัดรัด ,20,iPhone 14 Pro,Apple,pos,,TRUE
331,64b6c01aa4428eeea7531485,พอดีมือ ,20,iPhone 14 Pro,Apple,neu,,TRUE
332,64b6c01aa4428eeea7531485,แบตหมดไว ,20,iPhone 14 Pro,Apple,neg,แบต:neg,TRUE
333,64b6c01aa4428eeea7531485,สุดท้ายได้เปลี่ยนมา promax ครับ ชอบเพราะแบตจริงๆ,20,iPhone 14 Pro,Apple,pos,,TRUE
334,64b6c01aa4428eeea7531488,แล้วแต่สะดวกเลยครับ ,2,iPhone 14 Pro,Apple,neu,,TRUE
335,64b6c01aa4428eeea7531488,แค่ ใหญ่ไป แล้ว นํ้าหนัก ,2,iPhone 14 Pro,Apple,neu,,TRUE
336,64b6c01aa4428eeea7531495,สำหรับผมนะ S 22 ul น่าจะถูกใจกว่า ,0,iPhone 14 Pro,Apple,pos,,TRUE
337,64b6c01aa4428eeea753149b,ดูกระทัดรัดครับ ,19,iPhone 14 Pro,Apple,neu,,TRUE
338,64b6c01aa4428eeea753149b,ส่วนเรื่องจอใหญ่ไม่ใหญ่ไม่ได้ซีเรียสเลยครับ,19,iPhone 14 Pro,Apple,pos,,TRUE
339,64b6c01aa4428eeea753149d,แล้วแต่คนชอบอีกแหละ ,6,iPhone 14 Pro,Apple,neu,,TRUE
341,64b6c01aa4428eeea75314b7,ซื้อมาแล้วเสียอารมณ์ ,0,iPhone 14 Pro,Apple,neg,,TRUE
342,64b6c01aa4428eeea75314c6,ใจชอบแค่โปร แต่แบตต่อวันมันไม่พออ้ะ 55,0,iPhone 14 Pro,Apple,neg,แบต:neg,TRUE
343,64b6c01aa4428eeea75314c9,ตัวโปรก็น่าจะพอมันขายตัวหนังสือได้นะครับ ,1,iPhone 14 Pro,Apple,neu,,TRUE
344,64b6c01aa4428eeea75314c9,แนะนำตัวโปรแม็ก จอใหญ่สะใจ,1,iPhone 14 Pro,Apple,neu,,TRUE
346,64b6c01aa4428eeea75314cc,ใน Rov จะกดซื้อของทีลำบากมาก ,3,iPhone 14 Pro,Apple,neg,,TRUE
347,64b6c01aa4428eeea75314cc,แอบน่าหงุดหงิดเหมือนกัน ,3,iPhone 14 Pro,Apple,neg,,TRUE
348,64b6c01aa4428eeea75314cc,จะดูเท่ขึ้นอีกเยอะ,3,iPhone 14 Pro,Apple,neu,,TRUE
349,64b6c01aa4428eeea75314da,ชอบไอโฟนมันทนมือทนตีนดี แต่อย่าตกแค่นั้น 7พลัชผมใช้5ปีละ ,1,iPhone 14 Pro,Apple,pos,,TRUE
350,64b6c01aa4428eeea75314da,ไม่พังเลยใช้ได้ลื่นๆ ,1,iPhone 14 Pro,Apple,pos,,TRUE
351,64b6c01aa4428eeea75314db,@Wilawan Wan จอแตก ,0,iPhone 14 Pro,Apple,neg,จอ:neg,TRUE
352,64b6c01aa4428eeea75314db,มีรอยร้าว เศร้า ตามเขาไม่ทัน แต่ใช้งานลื่นปึดดดดด,0,iPhone 14 Pro,Apple,pos,,TRUE
354,64b6c01aa4428eeea75314df,เเต่ส่วนตัวเป็นคนไม่ชอบมือถือจอใหย่เพราะเป้นคนมือเล้กถือเเล้วไม่สวย 14pทั้งใจ,2,iPhone 14 Pro,Apple,pos,,TRUE
355,64b6c01aa4428eeea75314e0,iOS 16คือปัญหาเยอะเชื่อมต่อเน็ตติดๆดับแบตเตอรี่ไหลมาก,0,iPhone 14 Pro,Apple,neg,แบต:neg,TRUE
357,64b6c01aa4428eeea75314e4,แบตอึด กว่ามาก,2,iPhone 14 Pro,Apple,neg,,TRUE
358,64b6c01aa4428eeea75314eb,ผมนี่กำเงินรอรุ่นหน้าเลยไม่ไหวจริง ,0,iPhone 14 Pro,Apple,neu,,TRUE
360,64b6c01aa4428eeea75314f1,พอทุกแอพมันทำมารองรับแล้ว อะไรๆมันคงจะดูดีขึ้น,5,iPhone 14 Pro,Apple,neu,,TRUE
361,64b6c01aa4428eeea75314f4,แล้วเก็บตังไปทุ่ม pro ปีถัดๆ ไปดีกว่าครับ ,35,iPhone 14 Pro,Apple,neu,,TRUE
362,64b6c01aa4428eeea75314f4,ดีขึ้นทั้งการรับสัญญาณ 5G แบบใหม่เหมือน 14Pro ทั้งการจัดวางภายในใหม่ให้สามารถซ่อมง่ายขึ้น ,35,iPhone 14 Pro,Apple,pos,,TRUE
363,64b6c01aa4428eeea75314f4,ระบายความร้อนดีขึ้น ,35,iPhone 14 Pro,Apple,pos,,TRUE
365,64b6c01aa4428eeea7531501,มีข่าวว่า I phone 14 pm ถ่ายคลิปในแอพ snapchat กับ tiktok แล้วกล้องสั่นแบบเสียงดังฟังชัด ถ่ายคลิปแล้วภาพสั่นมากๆ ,0,iPhone 14 Pro,Apple,neg,กล้อง:neg,TRUE
366,64b6c01aa4428eeea7531506,ไอ้นั่นยังไม่ดี ,0,iPhone 14 Pro,Apple,neg,,TRUE
367,64b6c01aa4428eeea7531506,ไอ้นี่ยังไม่ได้ ,0,iPhone 14 Pro,Apple,neg,,TRUE
369,64b6c01aa4428eeea7531506,ไม่ตื่นเต้น ,0,iPhone 14 Pro,Apple,neg,,TRUE
370,64b6c01aa4428eeea7531506,มันดีอยู่แล้ว ,0,iPhone 14 Pro,Apple,pos,,TRUE
373,64b6c01aa4428eeea7531510,เพราะถ้าใช้งานกับคอมพิวเตอร์ทั่วไปให้สะดวก ฝั่ง SS จะได้เปรียบกว่ามากในการจัดการไฟล์วิดีโอครับ,1,iPhone 14 Pro,Apple,neg,,TRUE
374,64b6c01aa4428eeea7531514,โดยเฉพาะ จะเลือก IPhone 14 pro max 256 GB หรือ Samsung Galaxy S22 Ultra 512 GB ดีคะ( ราคาที่สู้ไหวคือ Romเท่านี้ค่ะ)  ไปจับ ,0,iPhone 14 Pro,Apple,neu,,TRUE
377,64b6c01aa4428eeea753151e,ผมว่าไอ้ติ่งบนจอไม่มีแน่นอน,50,iPhone 14 Pro,Apple,neu,,TRUE
378,64b6c01aa4428eeea7531527,เราใช้ Sumsung plus จอ 6.4 กำลังดี,1,iPhone 14 Pro,Apple,pos,จอ:pos,TRUE
381,64b6c01aa4428eeea7531532,ส่วนใหญ่ไม่ทำแน่ๆ เพราะข้อเสียมากกว่าข้อดี ,2,iPhone 14 Pro,Apple,neu,,TRUE
382,64b6c01aa4428eeea7531532,มันน่าเกลียดเหมือนติ่งหน้าจอ ,2,iPhone 14 Pro,Apple,neg,,TRUE
383,64b6c01aa4428eeea7531532,แถมคนใช้แอนดรอยด์ไม่ชอบแน่ๆ ,2,iPhone 14 Pro,Apple,neg,,TRUE
384,64b6c01aa4428eeea753153b,ตอนแรกนึกว่าจะว้าวดูไปดูมาผมชอบจอเจาะรูของแอนดรอยมากกว่ารอiphone 15 type c  จอ120hz,0,iPhone 14 Pro,Apple,neg,,TRUE
386,64b6c01aa4428eeea753153d,ตอนแรกชอบจอของiphoneดูรีวิวทุกช่องเริ่มไม่ชอบชอบจอของเจาะรูของแอนดรอยมากกว่าตอนนี้ครับรอiphone 15 type c จอ120hzทุกรุ่น,0,iPhone 14 Pro,Apple,neg,,TRUE
387,64b6c01aa4428eeea753153e,แอนดรอยด์รูกล้องหน้าจอไม่รกตาและสวยกว่า คนไม่ชอบ dynamic island มีเยอะมากๆ ,1,iPhone 14 Pro,Apple,neg,,TRUE
388,64b6c01aa4428eeea753153e,ขนาดคนซื้อมาใช้ยังบ่นเลย,1,iPhone 14 Pro,Apple,neu,,TRUE
389,64b6c01aa4428eeea753153f,ของแอนดรอยมีแค่รูกล้องด้านหน้าดูดีสุดแล้วไม่ขัดตา,1,iPhone 14 Pro,Apple,pos,,TRUE
390,64b6c01aa4428eeea7531540,ผมกลับชอบdynamic islandนะชอบกว่าจอเจาะรู ติ่งของแอนดรอยนะแต่ถ้าไม่มีติ่งจอเจาะรูแบบเต็มหน้าจอจะดีมาก,0,iPhone 14 Pro,Apple,pos,จอ:pos,TRUE
392,64b6c01aa4428eeea753155a,ชอบๆๆๆๆ ,1,iPhone 14 Pro,Apple,pos,,TRUE
393,64b6c01aa4428eeea753155a,ไม่เฟค ของไม่ใช่ราคาถูกๆ ,1,iPhone 14 Pro,Apple,neu,,TRUE
397,64b6c01aa4428eeea753155e,เราสวย ,5,iPhone 14 Pro,Apple,neu,,TRUE
398,64b6c01aa4428eeea753155e,โทรศัพท์สวย ของสวยๆมันเหมาะกับคนสวยๆแบบเรามาก,5,iPhone 14 Pro,Apple,pos,,TRUE
404,64b6c01aa4428eeea7531574,ดีใจจังมีคนใช้13pmมาเม้น เรื่องจอเขียวขาวก็ไม่ใช่ปัญหาแล้ว ,0,iPhone 14 Pro Max,Apple,pos,,TRUE
405,64b6c01aa4428eeea7531575,รู้สึกว่าไม่คุ้มกับที่ซื้อมาจริงๆคะ ,0,iPhone 14 Pro Max,Apple,neg,,TRUE
406,64b6c01aa4428eeea7531575,กล้องรูปถ่ายออกมาไม่สวยต้องปรับแต่งก่อน ,0,iPhone 14 Pro Max,Apple,neg,กล้อง:neg,TRUE
407,64b6c01aa4428eeea7531575,เล่นเกมรุ้สึกแบตลดเร็ว,0,iPhone 14 Pro Max,Apple,neg,แบต:neg,TRUE
408,64b6c01aa4428eeea7531579,ผมใช้ iPhone 14 pro max 256gb.1.ลำคาญติ่งเวลาดูหนังหรือเล่นเกมส์เต็มหน้าจอ2.โทรศัพท์ร้อนไวมากขณะใช้กล้องและเปิดMaps3. ,2,iPhone 14 Pro Max,Apple,neg,จอ:neg,TRUE
409,64b6c01aa4428eeea7531579,ชาร์จแบตเตอรี่ช้ากว่าจะเต็ม100%4.แคปหน้าจอแบบยาวไม่ได้ ,2,iPhone 14 Pro Max,Apple,neg,,TRUE
410,64b6c01aa4428eeea7531579,เวลาคุยงานกลุ่มไลน์ต้องแคป2-3ครั้งถึงจะครบเนื้อหาทั้งหมด5.สแกนหน้าตาช้าและไม่สะดวกเวลาขี่มอเตอร์ไซค์หรือใส่แว่นกันแดดเวลาขับรถ6.เปิดแอฟหลายหน้าต่างใช้งานพร้อมกันไม่ได้ ,2,iPhone 14 Pro Max,Apple,neg,,TRUE
411,64b6c01aa4428eeea7531579,บางครั้งมันจำเป็นต้องใช้7.แชร์ฮอสปอตให้โทรศัพท์เครื่องอื่นๆหลุดบ่อยมาก8.กล้องหลังซูมได้น้อยไป ,2,iPhone 14 Pro Max,Apple,neg,กล้อง:neg,TRUE
412,64b6c01aa4428eeea7531579,บางครั้งมีเรื่องต้องใช้ซูมไกล9. ,2,iPhone 14 Pro Max,Apple,neu,,TRUE
413,64b6c01aa4428eeea7531579,ตัวหนังสือยังเพี้ยนอยู่￼ เช่นพูดว่าตากผ้ามันพิมพ์ให้ว่าตายจ้า ,2,iPhone 14 Pro Max,Apple,neg,,TRUE
414,64b6c01aa4428eeea753157f,สมดุลแสงขาว ,2,iPhone 14 Pro Max,Apple,neu,,TRUE
415,64b6c01aa4428eeea753157f,ทุกอย่างลงตัวโปรโหมด ปรับISO  ,2,iPhone 14 Pro Max,Apple,neu,,TRUE
416,64b6c01aa4428eeea753157f,ความเร็วชัดเตอร์ optic zoom พร้อมบังคับระยะโฟกัส  ขณะซุมได้ด้วย ,2,iPhone 14 Pro Max,Apple,neu,กล้อง:neu,TRUE
417,64b6c01aa4428eeea753157f,ลูกเล่นเยอะและ สามารถเอาไปใช้ได้จริงส่วน 14 Pro มันเขียวจริงๆ ,2,iPhone 14 Pro Max,Apple,neu,,TRUE
418,64b6c01aa4428eeea753157f,ลองแล้ว และขายต่อแล้วเหมือน โฟกัสผิดจุด,2,iPhone 14 Pro Max,Apple,neg,,TRUE
419,64b6c01aa4428eeea7531584,ใช้ xs อยู่ตอนนี้รวนหนักมากก(เกิดจากการเปลี่ยนกน้าจอ) กำลังคิดเลยว่าจะซื้อ 14 Pro max หรือจะรอ 15มา ,1,iPhone 14 Pro Max,Apple,neu,,TRUE
420,64b6c01aa4428eeea7531584,ขอบคุณข้อมูลดีๆ❤️,1,iPhone 14 Pro Max,Apple,pos,,TRUE
421,64b6c01aa4428eeea7531589,งบขนาดนี้ จัดแอลดรอยเสเปคดีๆกล้องชัดสวยได้สบาย ,0,iPhone 14 Pro Max,Apple,pos,กล้อง:pos,TRUE
422,64b6c01aa4428eeea7531589,ใช้ได้ทนเหมือนกัน,0,iPhone 14 Pro Max,Apple,pos,,TRUE
425,64b6c01aa4428eeea7531594,พอมาใช้ios เริ่มติดใจใช้แต่ไอโฟนไม่เเตะแอนดรอยเลย แต่ไม่ค่อยถ่ายรูปอัพเลย ,0,iPhone 14 Pro Max,Apple,pos,,TRUE
426,64b6c01aa4428eeea7531594,เพราะกล้องมันสดไปแต่งรูปไม่เก่ง ,0,iPhone 14 Pro Max,Apple,neu,,TRUE
427,64b6c01aa4428eeea753159d,ข้อเสียคือแบตหมดเร็วมากกก,0,iPhone 14 Pro Max,Apple,neg,แบต:neg,TRUE
428,64b6c01aa4428eeea753159f,รู้สึกไม่ดวงไม่ค่อยสมหวังกับ apple เลย55555 ,3,iPhone 14 Pro Max,Apple,neu,,TRUE
430,64b6c01aa4428eeea753159f,ใช้มาจนเปลี่ยนเป็น iphone 14 pro max ,3,iPhone 14 Pro Max,Apple,neu,,TRUE
432,64b6c01aa4428eeea753159f,กระตุกตลอด ,3,iPhone 14 Pro Max,Apple,neg,,TRUE
433,64b6c01aa4428eeea753159f,เหมือนดวงมันจะพาให้ซื้อ iphone รุ่นที่มีปัญหาตลอดเลย😢 (ตอนนี้xs maxเป็นเครื่องเล่นเกมอย่างเดียวละเพราะเล่นลื่นสุดละปัญหาเครื่องร้อนหลังๆเริ่มไม่เจอละเพราะไม่ได้ใส่เคสแล้ว),3,iPhone 14 Pro Max,Apple,neg,,TRUE
434,64b6c01aa4428eeea75315a3,ไม่ดีจริงๆ ,1,iPhone 14 Pro Max,Apple,neg,,TRUE
435,64b6c01aa4428eeea75315a3,เพื่อนใช้ 13pm คือดีกว่าอีกอะ - ตอนนั้นไปภูเก็ต ,1,iPhone 14 Pro Max,Apple,pos,,TRUE
436,64b6c01aa4428eeea75315a3,ความแดดจ้าอะเนอะ แต่จะถ่ายรูปอะ โอโห จอดำเครื่องร้อนมาก ,1,iPhone 14 Pro Max,Apple,neg,จอ:neg,TRUE
437,64b6c01aa4428eeea75315a3,มองไม่เห็นเลย ,1,iPhone 14 Pro Max,Apple,neu,,TRUE
438,64b6c01aa4428eeea75315a3,งงมาก ,1,iPhone 14 Pro Max,Apple,neg,,TRUE
439,64b6c01aa4428eeea75315a3,ทั้งๆที่นิตเยอะกว่า - แล้วแบตก็ไม่อึดนะ ,1,iPhone 14 Pro Max,Apple,neg,แบต:neg,TRUE
440,64b6c01aa4428eeea75315a3,ซื้อมาตอนนี้คุณภาพแบตเหลือ 96% งงไปเลยจ้า - สีภาพจากกล้องหน้าหลัง ก่อนกดชัตเตอร์อย่างสวย ,1,iPhone 14 Pro Max,Apple,neg,"แบต:neg,กล้อง:neg",TRUE
441,64b6c01aa4428eeea75315a3,ระบบปรับสีจนเน่าเป็นศพ ,1,iPhone 14 Pro Max,Apple,neg,,TRUE
442,64b6c01aa4428eeea75315a3,ลองเอาของเพื่อนมาถ่ายเทียบพร้อมกัน คือเสียใจมากอะ ,1,iPhone 14 Pro Max,Apple,neg,กล้อง:neg,TRUE
443,64b6c01aa4428eeea75315a3,รุ่นใหม่กว่า แต่กากกว่า,1,iPhone 14 Pro Max,Apple,neg,,TRUE
446,64b6c01aa4428eeea75315af,ต้องบอกว่าผมใช้เรือธงสองแบรนด์นี้ มาตลอด ก่อนหน้านี้ s22ultra ก็ซื้อแล้วขายแล้วเรื่องรูปผมไม่พูดเพราะผมไม่ค่อยได้ถ่ายได้แค่แคปหน้าจอส่วนมาก ,1,iPhone 14 Pro Max,Apple,neu,,TRUE
447,64b6c01aa4428eeea75315af,ผมชอบดู ,1,iPhone 14 Pro Max,Apple,pos,,TRUE
449,64b6c01aa4428eeea75315af,ดีแบบเหี้ยๆเอาไว้ไถเฟสไลน์ยูทูป คนไม่เคยใช้foldนี่นึกภาพไม่ออกแน่ๆแต่แบทมันดูเหมือนจะไปไว ส่วนตัวผมก็ยังจะซื้อไอโฟนต่อนะไม่ได้อวยแต่เวลาผมเล่นเกมผมรู้สึกดีจริงๆผมว่ามันสมูทสุดแล้วนะเวลาไปเล่นพวกrox roo เวลาวอนี่เปิดสุดหมดก็ลื่นนะpubgm ก็ถูกใจ แต่rov ,1,iPhone 14 Pro Max,Apple,pos,,TRUE
450,64b6c01aa4428eeea75315af,เวลาเปิด120 เครื่องผมจะอยู่แบบ 9x-120จะวิ่งอยู่ประมานนี้นอกจากร้อนแบบเหี้ยๆจะไป70-80,1,iPhone 14 Pro Max,Apple,neu,,TRUE
452,64b6c01aa4428eeea75315b5,ดูยูทูปได้นานกว่า22อัลต้า เกือบ4ชั่วโมง ร้องแบตไม่อึด,0,iPhone 14 Pro Max,Apple,neg,แบต:neg,TRUE
455,64b6c01aa4428eeea75315c8,ของผมซื้อมาใช้ได้2เดือนกำลังเล่นๆอยู่จอดับ ,0,iPhone 14 Pro Max,Apple,neg,จอ:neg,TRUE
456,64b6c01aa4428eeea75315c8,เเละเปิดไม่ติดอีกเลย,0,iPhone 14 Pro Max,Apple,neg,,TRUE
457,64b6c01aa4428eeea75315cc,รู้สึกว่าแบตอึดมากค่ะ  ไถมือถือทั้งวัน ,15,iPhone 14 Pro Max,Apple,pos,แบต:pos,TRUE
458,64b6c01aa4428eeea75315cf,ถ้าแอนดรอยถ่ายสตอรี่ไอจีสวย ,0,iPhone 14 Pro Max,Apple,pos,กล้อง:pos,TRUE
459,64b6c01aa4428eeea75315e3,เรื่องแบต คือเห็นด้วยมาก ๆ จัด ๆ😢,0,iPhone 14 Pro Max,Apple,neg,แบต:neg,TRUE
460,64b6c01aa4428eeea75315e7,เราก็ไม่ชอบกล้องสดเกินเเต่งยาก เเถม เกียดรูๆไดนามิคไอเเลนไม่ชินเลย ,0,iPhone 14 Pro Max,Apple,neg,กล้อง:neg,TRUE
461,64b6c01aa4428eeea75315e7,เเต่ชอบ 14พลัส ตรง เเบตอึดดี,0,iPhone 14 Pro Max,Apple,pos,แบต:pos,TRUE
462,64b6c01aa4428eeea75315e9,ใช้แล้วรำคานมาก ,0,iPhone 14 Pro Max,Apple,neg,,TRUE
463,64b6c01aa4428eeea75315e9,เวลาถ่ายรูปกลางแจ้งจอโดนลดแสงเครื่องร้อนไว,0,iPhone 14 Pro Max,Apple,neg,,TRUE
464,64b6c01aa4428eeea75315ed,ผมชอบกล้องs23u,0,iPhone 14 Pro Max,Apple,pos,,TRUE
466,64b6c01aa4428eeea75315f0,ตอนนี้แบตเสื่อม(ผมใช้s9+) ,0,iPhone 14 Pro Max,Apple,neg,,TRUE
467,64b6c01aa4428eeea75315f0,รุ่นนี้แบตไหลแบบ ไหลไปเลยไหลเป็นน้ำกะจะย้ายกลับมาip15 แต่มันไม่ไหวละครับตอนนี้จัด 14p มาเรียบร้อย,0,iPhone 14 Pro Max,Apple,neg,แบต:neg,TRUE
469,64b6c01aa4428eeea75315f1,ยังลื่นอยู่เลย ,1,iPhone 14 Pro Max,Apple,pos,,TRUE
470,64b6c01aa4428eeea75315f1,ยังไม่พังสักเครื่อง ,1,iPhone 14 Pro Max,Apple,pos,,TRUE
471,64b6c01aa4428eeea75315f1,มีแค่ปัญหาเม็มเต็มเท่านั้น,1,iPhone 14 Pro Max,Apple,neg,,TRUE
472,64b6c01aa4428eeea75315f2,เสียความรู้สึกกับเรื่องกล้องมาก,0,iPhone 14 Pro Max,Apple,neg,กล้อง:neg,TRUE
473,64b6c01aa4428eeea75315fa,มันไม่โฟกัสตลอดระยะเวลาการถ่าย อยู่ๆมันจะหลุดก็หลุดเลย ,0,iPhone 14 Pro Max,Apple,neg,กล้อง:neg,TRUE
475,64b6c01aa4428eeea75315fa,มันก็หลุดเลย ,0,iPhone 14 Pro Max,Apple,neu,,TRUE
476,64b6c01aa4428eeea75315fa,งงมาก ,0,iPhone 14 Pro Max,Apple,neu,,TRUE
478,64b6c01aa4428eeea75315fd,13โปรกล้องสวยมาก ,2,iPhone 14 Pro Max,Apple,pos,กล้อง:pos,TRUE
480,64b6c01aa4428eeea75315fd,ราคาไอโฟน64เท่า128ของแอนดอยแต่ระบบเสถียรกว่สแอนดอย,2,iPhone 14 Pro Max,Apple,pos,,TRUE
481,64b6c01aa4428eeea7531600,สำหรับผมเรื่องการเล่นเกม Rov ผมใช้ 14 Pro max ผมปรับคุณภาพในเกมสูงครับ (แต่ไม่ได้ปรับสูงสุดนะครับ) และเปิดหน้าจอ 120 เล่นเกมในห้องแอร์เล่นติดต่อกัน 5 ชั่วโมง คือคุณภาพไหลลื่นปกติดีไม่ได้แย่อย่างที่พี่คอมเม้นต์เลยครับ ,0,iPhone 14 Pro Max,Apple,pos,,TRUE
482,64b6c01aa4428eeea7531600,ผมฝากไว้ด้วยครับกลัวจะทดลองไม่สุด ,0,iPhone 14 Pro Max,Apple,neu,,TRUE
483,64b6c01aa4428eeea7531600,และมาทำคอนเท้นบอกข้อเสียแบบไม่ถูกต้องนะครับขอบคุณครับ,0,iPhone 14 Pro Max,Apple,neu,,TRUE
484,64b6c01aa4428eeea7531604,ซัมซุงเเบตอึดมากภาพสวยคมชัด,0,iPhone 14 Pro Max,Apple,pos,กล้อง:pos,TRUE
485,64b6c01aa4428eeea7531605,ข้อดีชาตไวข้อเสียเเบตหมดไวไลชอบค้างไม่สามารถโหลดแบรเนอได้,0,iPhone 14 Pro Max,Apple,neg,แบต:neg,TRUE
488,64b6c01aa4428eeea7531613,ส่วนตัวผมใช้ 14 pm มาตั้งแต่ขายรอบแรก 1.เวลาเล่นเกมในแนวนอน นิ้วมันติดกล้อง3ตารำคาญมาก ,1,iPhone 14 Pro Max,Apple,neg,,TRUE
489,64b6c01aa4428eeea7531613,ผมเล่นrov รำคาญกว่าแอนดรอยด์2.เรื่องหัวชาร์ท ,1,iPhone 14 Pro Max,Apple,neu,,TRUE
490,64b6c01aa4428eeea7531613,ผมมีไอแพดโปร12.9 บอกเลยว่าพกสายรุงรังโคตรๆ แทนที่จะใช้ด้วยกันได้ไม่ได้ซะอย่างนั้นปัญหาที่อื่นๆตามในคลิปเลยผมยอมรับเลยมันถูกหมด ,1,iPhone 14 Pro Max,Apple,neg,,TRUE
491,64b6c01aa4428eeea7531613,ทุกวันนี้มันไม่ได้ดีขนาดนั้นแล้ว,1,iPhone 14 Pro Max,Apple,neg,,TRUE
494,64b6c01aa4428eeea7531631,กล้องหน้าาาาานน่ะะะะะ! คิดถึง Xr🥹🥲,1,iPhone 14 Pro Max,Apple,neg,,TRUE
495,64b6c01aa4428eeea7531632,ชอบสลับเลนซ์เองน่าเบื่อมาก ,1,iPhone 14 Pro Max,Apple,neg,กล้อง:neg,TRUE
496,64b6c01aa4428eeea7531632,บางจะหวะมันไม่ได้ฉลาดเลยมันเหมือนเสือกมากกว่า ,1,iPhone 14 Pro Max,Apple,neg,,TRUE
497,64b6c01aa4428eeea7531632,เห็นด้วยทุกข้อเลยครับ ,1,iPhone 14 Pro Max,Apple,neu,,TRUE
498,64b6c01aa4428eeea7531632,ไม่คุ้มราคาเลย,1,iPhone 14 Pro Max,Apple,neg,,TRUE
499,64b6c01aa4428eeea7531636,รีวิวเวอร์จังจงใจทำให้ไอโฟนเสียหายมากผมเล่น rov 14promax เฟรมเรทอยู่ที่120fpsดอปมาแค่1-2อีกอย่างกล้องสวยกว่าssเยอะ,0,iPhone 14 Pro Max,Apple,pos,"กล้อง:pos,จอ:neu",TRUE
500,64b6c01aa4428eeea753163f,ทุกวันนี้ iPhone SE 3 (2022) ยังเครื่องดับ ,1,iPhone 14 Pro Max,Apple,neg,,TRUE
501,64b6c01aa4428eeea753163f,กดโฮมสั่นอยู่เลย ปวดตับ YouTube จอดำ ,1,iPhone 14 Pro Max,Apple,neg,จอ:neg,TRUE
502,64b6c01aa4428eeea753163f,น่าปวดหัวมาก 😂 แต่ตอนใช้งานมันก็แฮปปี้ดี ,1,iPhone 14 Pro Max,Apple,pos,,TRUE
503,64b6c01aa4428eeea753163f,มันไวทันใจ,1,iPhone 14 Pro Max,Apple,pos,,TRUE
505,64b6c01aa4428eeea7531642,จริงค่ะอันนี้เซงมาก ,0,iPhone 14 Pro Max,Apple,neg,,TRUE
506,64b6c01aa4428eeea7531642,เราเซงมาก ,0,iPhone 14 Pro Max,Apple,neg,,TRUE
507,64b6c01aa4428eeea7531642,หงุดหงิดมาก ,0,iPhone 14 Pro Max,Apple,neg,,TRUE
509,64b6c01aa4428eeea7531643,ไม่ไม่ถูกอะ แต่บอกเลยว่าปัญหานี้คือเซ็งมาๆ,1,iPhone 14 Pro Max,Apple,neg,,TRUE
510,64b6c01aa4428eeea7531648,ไม่งั้นไม่รอด,0,iPhone 14 Pro Max,Apple,neu,,TRUE
512,64b6c01aa4428eeea7531651,ถ้าแอนดรอยทำกล้องชัดเหมือนไอโฟน ,0,iPhone 14 Pro Max,Apple,neu,,TRUE
513,64b6c01aa4428eeea7531653,หลายคนแบตก็ไปเร็วเพราะที่ชาจไม่ค่อยดี ,1,iPhone 14 Pro Max,Apple,neu,,TRUE
514,64b6c01aa4428eeea7531653,ผมชาจเล่นเกมหนักมากอะทั้งพับจีและอีกหลายๆเกม,1,iPhone 14 Pro Max,Apple,neu,,TRUE
515,64b6c01aa4428eeea7531654,หมว่าสุขภาพแบตมันบดไวมาก ,1,iPhone 14 Pro Max,Apple,neg,แบต:neg,TRUE
520,64b6c01aa4428eeea753165f,เปลี่ยนจาก IPhone XS Max มา Samsung S20 ดู ได้ความแปลกใหม่มาก ,30,iPhone 14 Pro Max,Apple,neu,,TRUE
